Region,Category,Product Name,Quantity,profit margin,profit per unit 
South,Furniture,Magna Visual Magnetic Picture Hangers,3,30,10.497
South,Furniture,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,1,30,8.397
West,Office Supplies,Boston 16801 Nautilus Battery Pencil Sharpener,2,40,30.796
East,Technology,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,9,25,6.4975
East,Furniture,"Bevis Round Bullnose 29"" High Table Top",2,30,10.497
East,Office Supplies,Xerox 212,2,40,9.596
West,Office Supplies,Fellowes Super Stor/Drawer Files,2,25,8.2475
South,Office Supplies,Xerox 1910,2,40,9.596
West,Office Supplies,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",2,25,2.2475
West,Office Supplies,UniKeep View Case Binders,4,40,29.996
Central,Office Supplies,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",3,40,4.796
Central,Technology,JBL Micro Wireless Portable Bluetooth Speaker,3,30,7.497
West,Furniture,"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",2,50,12.995
West,Furniture,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",3,25,0.7475
West,Office Supplies,Project Tote Personal File,1,50,12.995
West,Furniture,Bevis 36 x 72 Conference Tables,5,40,4.796
West,Technology,Enermax Acrylux Wireless Keyboard,6,30,10.497
West,Office Supplies,Xerox 216,3,30,4.497
East,Furniture,G.E. Halogen Desk Lamp Bulbs,3,50,11.995
East,Furniture,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",3,30,5.997
East,Technology,OtterBox Commuter Series Case - Samsung Galaxy S4,4,40,9.596
East,Office Supplies,Iceberg Mobile Mega Data/Printer Cart,2,50,12.995
East,Office Supplies,Staples in misc. colors,4,50,12.995
East,Furniture,Global Comet Stacking Arm Chair,1,40,9.996
East,Technology,Cisco SPA525G2 5-Line IP Phone,1,40,6.396
East,Office Supplies,Peel & Seel Envelopes,4,30,7.497
West,Office Supplies,GBC Plastic Binding Combs,3,40,29.996
East,Office Supplies,Xerox 2,9,60,5.394
East,Office Supplies,Xerox 1935,7,25,6.9975
East,Technology,Cyber Acoustics AC-202b Speech Recognition Stereo Headset,1,40,9.996
East,Office Supplies,Easy-staple paper,3,20,4.998
East,Technology,Cisco SPA508G,3,40,6.396
East,Furniture,Global Commerce Series High-Back Swivel/Tilt Chairs,8,40,9.596
East,Furniture,9-3/4 Diameter Round Wall Clock,6,40,9.996
East,Office Supplies,Avery 514,4,20,4.798
East,Office Supplies,Southworth 25% Cotton Granite Paper & Envelopes,3,60,21.594
East,Office Supplies,Acco 3-Hole Punch,3,25,0.7475
East,Office Supplies,Avery Recycled Flexi-View Covers for Binding Systems,1,60,19.794
Central,Furniture,Eldon Advantage Chair Mats for Low to Medium Pile Carpets,5,40,9.596
West,Office Supplies,Aluminum Screw Posts,4,30,5.997
South,Office Supplies,Newell 336,7,50,8.995
South,Office Supplies,Staples in misc. colors,3,50,20.495
Central,Furniture,Chromcraft Round Conference Tables,9,60,21.594
East,Technology,Maxell 4.7GB DVD+RW 3/Pack,2,50,6.995
East,Furniture,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",3,25,2.2475
Central,Office Supplies,"Quartet Alpha White Chalk, 12/Pack",4,30,4.497
Central,Office Supplies,Belkin F9S820V06 8 Outlet Surge,3,30,10.497
Central,Furniture,"Global Stack Chair without Arms, Black",6,25,5.2475
South,Technology,Cisco Unified IP Phone 7945G VoIP phone,3,30,12.897
South,Furniture,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",4,30,8.397
West,Technology,Plantronics HL10 Handset Lifter,1,60,19.794
West,Technology,Logitech Wireless Performance Mouse MX for PC and Mac,7,30,5.997
East,Furniture,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,4,40,6.396
East,Office Supplies,"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad",4,60,26.994
East,Furniture,"Howard Miller 12"" Round Wall Clock",2,30,8.697
East,Office Supplies,DIXON Ticonderoga Erasable Checking Pencils,3,40,9.996
East,Furniture,Eldon Advantage Foldable Chair Mats for Low Pile Carpets,2,50,5.995
East,Office Supplies,GBC Prestige Therm-A-Bind Covers,4,60,21.594
East,Office Supplies,Avery Round Ring Poly Binders,3,30,9.297
West,Office Supplies,Avery Hole Reinforcements,1,60,26.994
West,Office Supplies,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",1,50,11.995
East,Office Supplies,Stockwell Gold Paper Clips,2,50,11.995
Central,Furniture,Global Deluxe Steno Chair,2,50,6.995
East,Office Supplies,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,5,25,4.2475
East,Office Supplies,"Super Bands, 12/Pack",4,30,9.297
East,Office Supplies,Crayola Colored Pencils,4,50,12.495
East,Technology,Plantronics 81402,5,40,9.996
East,Office Supplies,Assorted Color Push Pins,4,20,1.398
East,Office Supplies,"GBC Velobind Prepunched Cover Sets, Regency Series",1,50,7.995
West,Furniture,"Global Value Mid-Back Manager's Chair, Gray",9,50,6.995
Central,Office Supplies,Staple remover,2,50,6.995
East,Office Supplies,GBC Premium Transparent Covers with Diagonal Lined Pattern,9,50,11.995
West,Office Supplies,Newell 333,3,60,5.394
West,Office Supplies,Xerox 1881,3,40,9.596
East,Office Supplies,3M Organizer Strips,3,50,12.995
West,Office Supplies,Avery Durable Slant Ring Binders With Label Holder,7,50,8.495
West,Office Supplies,Round Ring Binders,2,30,8.397
West,Technology,Micropad Numeric Keypads,9,40,9.996
Central,Office Supplies,Newell 328,2,60,19.794
West,Office Supplies,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,6,50,12.995
West,Office Supplies,Sterilite Officeware Hinged File Box,2,60,26.994
West,Office Supplies,Avery Printable Repositionable Plastic Tabs,3,25,8.2475
Central,Office Supplies,Easy-staple paper,7,30,8.697
Central,Furniture,"Global High-Back Leather Tilter, Burgundy",1,50,8.495
East,Furniture,Chromcraft Round Conference Tables,1,40,9.996
East,Office Supplies,Easy-staple paper,2,50,8.495
East,Office Supplies,Adjustable Depth Letter/Legal Cart,3,40,30.796
East,Technology,Ativa V4110MDD Micro-Cut Shredder,4,25,6.9975
Central,Office Supplies,Xerox 224,1,50,11.995
West,Technology,Nokia Lumia 521 (T-Mobile),2,50,12.995
West,Office Supplies,Avery 488,5,50,5.995
South,Furniture,Telescoping Adjustable Floor Lamp,2,25,5.2475
South,Technology,Innergie mMini Combo Duo USB Travel Charging Kit,2,30,10.497
West,Office Supplies,Stanley Contemporary Battery Pencil Sharpeners,5,40,9.596
West,Technology,AT&T 1080 Corded phone,7,25,0.7475
East,Office Supplies,Xerox 1950,3,30,7.497
East,Office Supplies,Kensington 7 Outlet MasterPiece Power Center,2,30,3.297
South,Office Supplies,"Fellowes Mobile File Cart, Black",5,60,5.394
South,Office Supplies,GBC Recycled VeloBinder Covers,4,50,21.495
West,Furniture,Hon 4060 Series Tables,2,50,12.995
West,Office Supplies,Newell 326,2,50,12.995
West,Furniture,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",2,30,8.697
West,Technology,Logitech ClearChat Comfort/USB Headset H390,9,40,6.396
West,Office Supplies,Newell 346,1,40,9.596
Central,Office Supplies,Avery Non-Stick Binders,3,20,7.198
Central,Office Supplies,UniKeep View Case Binders,2,30,9.297
West,Office Supplies,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",2,50,11.995
Central,Office Supplies,"Tennsco Lockers, Gray",8,60,21.594
Central,Furniture,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",1,50,5.995
Central,Office Supplies,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",3,30,12.897
Central,Office Supplies,Staples,1,30,3.297
Central,Office Supplies,"Recycled Interoffice Envelopes with Re-Use-A-Seal Closure, 10 x 13",3,20,4.998
Central,Technology,invisibleSHIELD by ZAGG Smudge-Free Screen Protector,5,25,6.9975
Central,Office Supplies,Xerox 1905,2,50,11.995
Central,Office Supplies,Avery Hidden Tab Dividers for Binding Systems,3,60,19.794
West,Office Supplies,Binding Machine Supplies,5,30,8.697
West,Furniture,"Bush Saratoga Collection 5-Shelf Bookcase, Hanover Cherry, *Special Order",7,30,10.497
West,Technology,Logitech Illuminated - Keyboard,2,50,11.995
West,Office Supplies,Self-Adhesive Removable Labels,7,25,5.2475
South,Office Supplies,Xerox 1908,3,30,3.297
South,Technology,Logitech G19 Programmable Gaming Keyboard,1,40,9.596
South,Office Supplies,"Ampad Evidence Wirebond Steno Books, 6"" x 9""",1,30,12.897
South,Office Supplies,Security-Tint Envelopes,2,60,5.394
South,Technology,Apple iPhone 5C,8,40,9.996
South,Office Supplies,Newell 351,3,20,7.198
South,Furniture,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",3,50,7.995
South,Office Supplies,Newell 327,2,60,26.994
South,Office Supplies,Staple envelope,3,25,2.2475
South,Furniture,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,9,20,3.998
Central,Office Supplies,50 Colored Long Pencils,5,30,8.697
Central,Office Supplies,Brown Kraft Recycled Envelopes,10,50,11.995
South,Furniture,KI Adjustable-Height Table,4,30,9.297
South,Office Supplies,Xerox 1945,3,40,9.596
South,Office Supplies,Globe Weis Peel & Seel First Class Envelopes,14,50,8.995
West,Office Supplies,Xerox 216,1,50,6.995
East,Office Supplies,"Eldon Base for stackable storage shelf, platinum",7,30,8.697
East,Office Supplies,Avery 502,2,40,9.996
South,Office Supplies,Steel Personal Filing/Posting Tote,2,20,7.198
Central,Office Supplies,"Tyvek  Top-Opening Peel & Seel  Envelopes, Gray",3,40,9.996
Central,Office Supplies,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,7,50,12.995
Central,Office Supplies,Xerox 1896,5,60,26.994
Central,Office Supplies,Newell 332,3,20,4.798
Central,Office Supplies,Cardinal Slant-D Ring Binders,3,50,7.995
West,Furniture,Luxo Professional Combination Clamp-On Lamps,3,25,5.4975
West,Office Supplies,Stockwell Push Pins,2,50,12.995
West,Office Supplies,Xerox 223,9,20,9.998
West,Technology,Star Micronics TSP800 TSP847IIU Receipt Printer,3,40,30.796
West,Office Supplies,"Fellowes Mobile File Cart, Black",5,60,19.794
Central,Office Supplies,Hoover Shoulder Vac Commercial Portable Vacuum,4,30,8.397
Central,Office Supplies,Staples,3,25,5.2475
Central,Office Supplies,Acco Expandable Hanging Binders,1,25,6.9975
Central,Technology,Shocksock Galaxy S4 Armband,3,50,12.495
Central,Technology,Brother DCP1000 Digital 3 in 1 Multifunction Machine,7,40,9.996
East,Furniture,"Eldon Regeneration Recycled Desk Accessories, Smoke",3,60,5.394
West,Office Supplies,"Crayola Anti Dust Chalk, 12/Pack",6,50,8.495
West,Office Supplies,Lock-Up Easel 'Spel-Binder',2,40,6.396
South,Office Supplies,"SAFCO Commercial Wire Shelving, 72h",1,40,9.996
South,Furniture,"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",2,50,12.495
South,Office Supplies,Wilson Jones Century Plastic Molded Ring Binders,10,40,29.996
South,Furniture,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",2,50,12.995
West,Furniture,Hon Deluxe Fabric Upholstered Stacking Chairs,2,20,4.998
Central,Office Supplies,"Belkin 325VA UPS Surge Protector, 6'",2,30,3.297
Central,Office Supplies,Avery Binding System Hidden Tab Executive Style Index Sets,5,40,9.996
West,Office Supplies,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",5,60,5.394
East,Technology,PowerGen Dual USB Car Charger,2,60,21.594
East,Office Supplies,Ibico Laser Imprintable Binding System Covers,3,40,4.796
East,Office Supplies,"Cardinal HOLDit! Binder Insert Strips,Extra Strips",4,30,8.397
Central,Office Supplies,Fellowes Binding Cases,3,60,21.594
West,Technology,Logitech K350 2.4Ghz Wireless Keyboard,3,30,3.297
East,Furniture,"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx",4,30,10.497
East,Office Supplies,Safco Industrial Wire Shelving System,2,40,9.996
East,Office Supplies,Xerox 1996,3,20,4.998
East,Office Supplies,Iris Project Case,2,50,8.495
Central,Office Supplies,"Geographics Note Cards, Blank, White, 8 1/2"" x 11""",2,30,4.497
West,Office Supplies,ACCOHIDE Binder by Acco,2,30,13.797
Central,Office Supplies,GBC Instant Report Kit,5,50,8.495
East,Office Supplies,"Avery 3 1/2"" Diskette Storage Pages, 10/Pack",4,40,9.996
East,Office Supplies,Acme Forged Steel Scissors with Black Enamel Handles,7,25,5.4975
West,Office Supplies,Staple-on labels,7,30,10.497
East,Furniture,Harbour Creations Steel Folding Chair,1,40,9.596
East,Technology,JBL Micro Wireless Portable Bluetooth Speaker,6,40,30.796
Central,Technology,Plantronics S12 Corded Telephone Headset System,4,40,4.796
East,Technology,Wireless Extenders zBoost YX545 SOHO Signal Booster,2,50,20.495
East,Office Supplies,"OIC #2 Pencils, Medium Soft",3,40,30.796
South,Office Supplies,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",3,30,7.497
South,Technology,Sannysis Cute Owl Design Soft Skin Case Cover for Samsung Galaxy S4,1,60,26.994
West,Office Supplies,Peel & Stick Add-On Corner Pockets,7,50,12.995
West,Office Supplies,"Carina 42""Hx23 3/4""W Media Storage Unit",7,30,5.997
West,Office Supplies,Xerox 220,2,40,10.396
West,Office Supplies,"Recycled Data-Pak for Archival Bound Computer Printouts, 12-1/2 x 12-1/2 x 16",1,50,8.495
West,Office Supplies,Kensington 6 Outlet Guardian Standard Surge Protector,2,40,9.996
West,Technology,Toshiba IPT2010-SD IP Telephone,2,30,8.397
West,Furniture,GuestStacker Chair with Chrome Finish Legs,4,20,1.398
West,Office Supplies,Xerox 1908,5,50,5.995
West,Office Supplies,Xerox 1924,7,30,10.497
South,Office Supplies,Xerox 21,3,60,26.994
South,Furniture,Ultra Door Push Plate,4,30,10.497
South,Office Supplies,"Decoflex Hanging Personal Folder File, Blue",2,30,12.897
South,Furniture,"Tenex ""The Solids"" Textured Chair Mats",5,20,4.998
Central,Technology,Kensington Orbit Wireless Mobile Trackball for PC and Mac,8,40,9.596
Central,Furniture,Global Chrome Stack Chair,2,30,3.297
Central,Office Supplies,GBC DocuBind P400 Electric Binding System,2,60,26.994
West,Furniture,Hon GuestStacker Chair,5,40,9.996
West,Office Supplies,Round Ring Binders,5,40,14.396
West,Furniture,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,3,40,9.996
West,Office Supplies,"Sauder Facets Collection Locker/File Cabinet, Sky Alder Finish",3,50,12.995
West,Office Supplies,"Fellowes Strictly Business Drawer File, Letter/Legal Size",6,30,4.497
South,Technology,Nortel Networks T7316 E Nt8 B27,4,20,4.998
East,Office Supplies,"Personal Folder Holder, Ebony",8,50,5.995
East,Office Supplies,Acco Hanging Data Binders,9,40,29.996
East,Office Supplies,Ideal Clamps,8,40,10.396
East,Office Supplies,Newell 315,1,40,6.396
East,Office Supplies,Pressboard Data Binders by Wilson Jones,5,50,4.495
East,Furniture,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,2,40,9.996
East,Furniture,Global Low Back Tilter Chair,3,40,4.796
East,Office Supplies,Wilson Jones Standard D-Ring Binders,3,30,10.497
East,Office Supplies,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",4,25,5.2475
East,Office Supplies,"Quartet Omega Colored Chalk, 12/Pack",5,50,11.995
East,Technology,Microsoft Sculpt Comfort Mouse,3,25,4.2475
East,Furniture,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",4,50,8.495
East,Technology,Plantronics S12 Corded Telephone Headset System,5,40,9.996
East,Technology,Samsung Galaxy Note 2,1,30,10.497
West,Office Supplies,Fellowes Super Stor/Drawer,5,40,9.596
West,Technology,GE DSL Phone Line Filter,7,50,8.995
East,Furniture,"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",3,30,7.497
East,Technology,Enermax Aurora Lite Keyboard,8,30,5.997
East,Office Supplies,Peel & Stick Add-On Corner Pockets,2,20,1.398
East,Office Supplies,Easy-staple paper,2,40,9.996
East,Office Supplies,Carina Media Storage Towers in Natural & Black,4,60,5.394
East,Office Supplies,Fellowes Econo/Stor Drawers,7,20,7.198
West,Office Supplies,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",3,50,5.995
West,Furniture,Dax Clear Box Frame,4,50,12.995
West,Office Supplies,SANFORD Liquid Accent Tank-Style Highlighters,2,30,5.997
East,Office Supplies,Design Ebony Sketching Pencil,1,30,4.497
East,Office Supplies,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",3,40,10.396
East,Technology,Canon Imageclass D680 Copier / Fax,5,30,5.997
South,Furniture,24-Hour Round Wall Clock,5,30,7.497
South,Office Supplies,Large Capacity Hanging Post Binders,6,60,26.994
South,Furniture,Eldon Radial Chair Mat for Low to Medium Pile Carpets,8,40,9.996
South,Furniture,"Howard Miller 13-1/2"" Diameter Rosebrook Wall Clock",14,40,9.996
West,Furniture,"Eldon Image Series Desk Accessories, Ebony",5,30,10.497
West,Office Supplies,Sanford 52201 APSCO Electric Pencil Sharpener,2,30,7.497
West,Office Supplies,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",4,40,9.596
East,Technology,Samsung Replacement EH64AVFWE Premium Headset,2,50,12.995
East,Office Supplies,GBC DocuBind P100 Manual Binding Machine,7,25,6.9975
East,Office Supplies,Advantus Push Pins,7,30,8.697
South,Office Supplies,Fashion Color Clasp Envelopes,3,30,5.997
West,Furniture,Hon Non-Folding Utility Tables,4,40,10.396
West,Furniture,Bretford Rectangular Conference Table Tops,2,25,6.4975
West,Furniture,Bestar Classic Bookcase,3,40,9.596
East,Office Supplies,Staples in misc. colors,4,50,8.495
East,Furniture,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,3,25,5.2475
East,Office Supplies,Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,3,25,5.2475
East,Office Supplies,Sanford Pocket Accent Highlighters,9,30,5.997
Central,Technology,Mitel MiVoice 5330e IP Phone,3,30,10.497
East,Office Supplies,Newell 337,4,40,6.396
East,Technology,Cisco SPA525G2 IP Phone - Wireless,4,60,21.594
East,Furniture,Westinghouse Clip-On Gooseneck Lamps,3,25,8.2475
East,Furniture,Howard Miller Distant Time Traveler Alarm Clock,5,50,6.995
South,Office Supplies,GBC Linen Binding Covers,3,20,3.998
South,Office Supplies,Tennsco Double-Tier Lockers,5,40,4.796
South,Technology,Microsoft Sculpt Comfort Mouse,4,50,11.995
South,Technology,Wilson SignalBoost 841262 DB PRO Amplifier Kit,4,40,29.996
South,Office Supplies,"XtraLife ClearVue Slant-D Ring Binder, White, 3""",2,40,9.996
East,Office Supplies,Wilson Jones Active Use Binders,2,50,6.995
Central,Technology,Plantronics Cordless Phone Headset with In-line Volume - M214C,10,20,9.998
